Dossier: 970 - NOUVELLE POLYCLINIQUE DU BORINAGE;;;;;
Date: 4 novembre 2011 par Michel Ponchon;;;;;
 Bilan / Compte de résultat    ;;;;;
;;;;;
    ;;;;;
Options visuelles;;;;;
Bilan: Type;Bilan / Compte de résultats;Afficher;Les deux;Niveau;Compte
Exercice;2011;Période;5 - 5;Non traité;v
Comparer avec;;;;;
;;;;;
;2011;;;;
;Nouveau solde (Débit);Nouveau solde (Crédit);;;
Bilan;;;;;
100000 - Fonds associatif;;21.510,71;;;
140000 - Résultat reporté;;33.697,04;;;
165490 - Prov. pour autres risques et charges;;25.000,00;;;
172110 - Leasing Global concept;;3.684,45
179910 - Avance permanente LT Immobilière du 10 de grisoeul;;38.219,29
211000 - Brevet Licence;4.427,67;
211009 - Amort Brevet Licence;;4.427,67
230011 - Installation technique;4.721,74;
230019 - Amort Installation Technique;;4.268,80
230200 - Informatisation Dossier;3.700,10;
230209 - Amort Informatisation Dossiers;;3.700,10
231000 - Machines;29.205,74;
231009 - Amort. et réd. val. sur machines;;28.480,09
231030 - Sonde Radiographie;4.325,00;
231039 - Amort Sonde Radio;;4.325,00
231110 - Matériel Optique;13.986,39;
231119 - Amort Materiel Optique;;13.986,39
231200 - Mat Radio Tube;127.552,09;
231209 - Amort Mat radio Tube;;101.718,52
231210 - Mat Optique Fibroscope;5.786,95;
231219 - Amlort Fibroscope Machida;;5.786,95
231220 - Fauteuil ORL;6.605,30;
231229 - Amort Fauteuil ORL;;4.654,48
231230 - Mat Dentisterie;58.182,87;
231239 - Amort Mat Dentisterie;;41.532,87
231240 - MATERIEL DE CARDIOLOGIE;7.894,80;
231249 - materiel DE cardio;;5.986,54
231250 - Matériel gynécologie;9.000,00;
232010 - Matériel Informatique;15.404,93;
232019 - Amort Matériel Informatique;;14.974,78
232100 - Matériel de classement Armoire;3.753,07;
232109 - Amort Mat classement;;2.180,74
233000 - Matériel Optique;1.729,21;
233009 - Amort Matériel Optique;;1.729,21
234000 - Matériel Dermato;556,60;
234009 - Amort Mat dermato;;556,60
235010 - Echo doppler + 2 sondes -Radio;48.280,00;
235019 - Amort Mat Echo + 2 sondes Radio;;34.485,71
236010 - Matériel de Kiné;3.037,00;
236019 - Amort Mat kiné;;3.037,00
